memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
recalled,1,3,You never think this kind of thing would happen to you until it did.,0.25,0.0,0.25
recalled,1,5,I don't want to talk to anyone.,0.375,0.0,0.375
recalled,1,6,I don't want to go to school.,0.25,0.0,0.25
recalled,1,7,I don't want to go to work.,0.375,0.125,0.375
recalled,1,8,All I want to do is sit at home and do nothing.,0.25,0.125,0.375
recalled,1,10,Feels like just yesterday when I was told I was pregnant.,0.75,0.0,0.75
recalled,1,12,"From the time I found out to this miscarriage, it was only what?",0.75,0.0,0.75
recalled,1,13,"Three weeks, max?",0.25,0.125,0.25
recalled,1,14,It feels like I just blinked and the entire event flew by.,0.125,0.0,0.125
recalled,1,15,"I can't believe, again, that this would happen to me.",0.125,0.0,0.125
recalled,1,17,How can I be around other kids?,0.25,0.125,0.375
recalled,1,20,"Since I found out I pregnant, I've thought about it every second of every day - I doubt that that will change.",0.25,0.125,0.25
retold,3,0,I had a miscarriage 8 months ago.,1.0,0.125,1.0
retold,3,1,It happened on February 12th 2019.,0.25,0.0,0.25
retold,3,2,"I was eight weeks pregnant, so barely there, but enough to know and to feel some symptoms.",0.25,0.125,0.25
retold,3,3,I found out really early (5 weeks) because my period is like clockwork.,0.25,0.125,0.25
retold,3,4,Well...used to be.,0.25,0.0,0.25
retold,3,6,The craziest part of the whole experience was actually passing the fetus.,0.875,0.375,0.875
retold,3,7,"The pain was some of the worst in my life, and i've been though some other shit in the past.",0.625,0.125,0.625
retold,3,8,I felt and saw it - it was kinda like something big going through me and then it was all over me.,0.25,0.0,0.25
retold,3,9,"The size of my hand, literally.",0.375,0.125,0.375
retold,3,10,"I was able to pick it up, move it, etc.",0.125,0.0,0.125
retold,3,12,It's crazy to think about even now.,0.125,0.0,0.125
imagined,3,0,I loved that trip with my turtle.,0.625,0.25,0.875
imagined,3,8,He did meet this one kid who wanted to hold him.,0.625,0.5,1.0
imagined,3,10,So I let him hold him but then he dropped him.,0.75,0.0,0.75
imagined,3,11,He dropped my baby turtle on the floor of that filthy airplane.,0.5,0.125,0.625
imagined,3,14,He got so clean after that.,0.25,0.125,0.375
recalled,2,0,"I traveled cross country with my turtle, via airplane.",0.75,0.125,0.75
recalled,2,1,"It was a great move across the entire country, I was basically uprooting my entire life and replanting in a brand new state.",0.75,0.125,0.75
recalled,2,3,I put him into a shoebox with some airholes and a towel to keep him comfy.,0.5,0.375,0.875
recalled,2,4,"He wasn't happy about his travel arrangements, though, and kept trying to dig his way out.",0.5,0.125,0.625
recalled,2,9,"But they had to check his box, and insisted on swabbing it for explosives.",0.375,0.25,0.625
recalled,2,12,"He charmed the TSA instantly and though they finished swabbing within a minute, they spent five or six cooing over my boy.",0.625,0.125,0.625
recalled,2,15,"He'd attempt to burrow his way out every once in a while, but I let him peek out whenever I was sitting between flights, and the new sights and smells seemed to satisfy some curiosity.",0.5,0.375,0.875
recalled,2,17,"Once we got to our new home, he sulked in a corner of his tank for a week.",0.75,0.25,0.875
recalled,2,18,"But he quickly returned to his good natured, turtley self once he realized there was a whole new world to explore now just outside!",0.5,0.25,0.625
recalled,2,19,This is going to be his home for years to come.,0.25,0.0,0.25
recalled,2,20,"He's hopefully never going to have to travel by plane again, and I think he's more than okay with that.",0.25,0.125,0.375
retold,1,0,Oh yeah this story haha.,0.5,0.25,0.5
retold,1,1,Okay so I was traveling across the country to create a life with the love of my life in a state I never lived in.,0.875,0.125,0.875
retold,1,4,"Can't drive so, hopefully airplane security will be cool with a turtle.",0.5,0.125,0.5
retold,1,5,"He's a real charmer, so while TSA was skeptical when I first explained the situation, the moment the box opened and Rockso went to say hi to this new exciting person, they were captivated.",0.5,0.375,0.75
retold,1,6,"Got to skip the x ray imagers, but they still had to swab him down for potential explosives.",0.625,0.125,0.625
retold,1,7,Or drugs?,0.375,0.0,0.375
retold,1,9,But really.,0.125,0.0,0.125
retold,1,12,He would shuffle around and try to dig his way into the paper towels I laid down for the trip whenever the box was closed.,0.375,0.0,0.375
retold,1,18,"He was tucked under the seat in front of me the entire flight, and all you could hear was occasional little flurries of scrapes as he tried to burrow his way out of the box to freedom.",0.25,0.125,0.375
imagined,3,0,I've always loved taking picture.,0.25,0.0,0.25
imagined,3,4,Becoming a professional photographer was a life long dream for me.,0.375,0.125,0.5
imagined,3,6,"When I got hired onto the newspaper, I was extatic.",0.625,0.25,0.875
imagined,3,7,But getting my first portrait published into a national magazine was a huge milestone.,0.75,0.375,1.0
imagined,3,8,To see MY picture.,0.125,0.0,0.125
imagined,3,12,My name in the credits of Time freaking magazine!,0.25,0.0,0.25
recalled,2,0,In the last 3-6 months I had some of my photography work published in a magazine for the first time.,0.875,0.125,0.875
retold,1,0,I am a professional photographer and recently reached a big milestone as a photographer.,0.75,0.25,0.875
retold,1,1,I had my first portrait published in a magazine.,0.625,0.125,0.625
retold,1,3,I had been trying for a little while to get a portrait published and when it finally happened I couldn't have been more excited!,0.25,0.0,0.25
imagined,3,0,"It happened 2  months ago, at the evening time on Wednesday.",0.5,0.25,0.625
imagined,3,1,I discovered i was having cold which i did not really take too serious.,0.5,0.375,0.75
imagined,3,2,This cold was not the normal cold the whether could have caused.,0.5,0.125,0.5
imagined,3,4,On the next day i woke up strong and healthy.,0.625,0.125,0.75
imagined,3,5,"Before noon, I developed a sudden and a strange severe pain, which i never expected that could happen due to my health condition.",0.875,0.0,0.875
imagined,3,6,"I endure this pain for many hours, Later that day i decided to go to the ER after worrying it could be very serious.",0.75,0.375,0.875
imagined,3,9,I sense this could be a stroke and was given the all clear.,0.75,0.125,0.75
imagined,3,14,I was so surprise been so getting better so quick because something similar to this happen to someone i know that took him many month to get recover from it.,0.375,0.125,0.5
recalled,2,0,That fateful day in June - June Seventh 2019 was a day like any other ordinary day.,0.375,0.125,0.5
recalled,2,2,The night was what changed everything.,0.625,0.125,0.75
recalled,2,3,I developed and woke up to an extreme pain.,0.875,0.0,0.875
recalled,2,4,"This pain radiated in my jaw, teeth, and neck, but was not the ordinary tooth or molar pain.",0.375,0.0,0.375
recalled,2,6,"Nothing would help it, not over the counter medications, or rest.",0.5,0.125,0.625
recalled,2,15,Was it a spider bite?,0.25,0.125,0.375
recalled,2,17,"Eventually, I realized the inside of my mouth was irritated.",0.5,0.125,0.625
retold,1,7,"Thankfully, with full rest, mouth rinse, and a positive outlook, the pain was no more.",0.75,0.25,0.875
retold,1,9,"Also of note, I ended up making up my work and being given reduced hours, which helped me make up the amount of money lost.",0.625,0.125,0.75
retold,1,10,The doctor at the Urgent Care Center stated it appeared to be an infection resulting from impacted wisdom teeth.,0.625,0.0,0.625
imagined,2,0,My boyfriend and I have been together for several years now.,0.375,0.25,0.5
imagined,2,1,I thought he was going to ask me to marry him.,0.5,0.25,0.5
imagined,2,2,"Instead, about two months ago he told me that he fell out of love with me and that he thought we should separate.",0.875,0.25,0.875
imagined,2,4,My emotional roller coaster has been mostly down.,0.375,0.25,0.5
imagined,2,5,I have had thoughts of suicide.,0.875,0.25,1.0
imagined,2,6,"I know that killing myself over a guy is stupid, but they continue to come.",0.25,0.125,0.25
imagined,2,7,I don't have any support in my life.,0.375,0.25,0.625
imagined,2,8,My boyfriend was my entire support system.,0.375,0.125,0.375
imagined,2,9,My parents have been out of my life for several years.,0.625,0.25,0.625
imagined,2,10,I cannot turn to the since both of them are druggies on skid row.,0.625,0.5,0.875
imagined,2,12,"I'm thinking to try to go to a support group, but just cannot figure out where to turn.",0.625,0.375,0.75
imagined,2,14,"I do not want to die, but I cannot imagine a life without him.",0.125,0.0,0.125
recalled,1,0,This summer was very hard for me me and my boyfriend broke up.,1.0,0.25,1.0
recalled,1,3,Ive gotten down to thoght about taking my own life.,0.75,0.125,0.75
recalled,1,4,My boyfriend cheated on me with me with one of my friends just becuase he saw her on facebook.,1.0,0.125,1.0
recalled,1,5,I am so upset i can manage i thought he loved me like no one else.,0.25,0.125,0.375
recalled,1,7,My only hope is that i can find myself again ive been struggling though everyday its a battle just to eveh eat food.,0.375,0.125,0.375
recalled,1,8,I would like to sing i often write my own songs in hope of freedom.,0.625,0.25,0.75
recalled,1,9,My class mate tells me dont worry about anything but just helping myself.,0.25,0.125,0.375
recalled,1,10,These days i just feel like smashing my head threw a wall becuase i am just being consumed by overwheling revaltions about this world and who i ama.,0.5,0.25,0.625
recalled,1,11,I dont know how people can just move on like that do they not feel as deeply as they show.,0.125,0.0,0.125
recalled,1,14,I want to be proud of myself and make the ones who came before me proud.,0.25,0.0,0.25
retold,3,0,He still does not love me the same i see his face everyday and its still the same.,0.375,0.125,0.5
retold,3,1,I am very depressed i feel lile im losing my self worth and i just dont know what to do.,0.5,0.375,0.5
retold,3,6,I was a fool for thinking i can find love i muat of been out my mind.,0.5,0.125,0.5
retold,3,9,I know one thing i am going to go for my music that is the only thing o have left now and i am slowly losing that.,0.25,0.125,0.375
retold,3,10,My mind has been in and out im doubting myself more than ever i am just a loser.,0.25,0.125,0.375
retold,3,13,Some days i really just want to kill myself who do i have.,0.875,0.75,1.0
imagined,3,1,after about 2 minute i had to lift my eyes to look at him to my greatest surprised he crawled away from where i kept him to a little space in front of him.,0.625,0.375,0.75
imagined,3,4,this means this reduced his reliance on me for carrying him around always.,0.5,0.125,0.5
imagined,3,7,"Although, There are a number of critical breakthroughs that your infant will reach early in life.",0.125,0.0,0.125
imagined,3,9,But there’s nothing very like seeing your baby crawling for the primary time.,0.25,0.125,0.375
imagined,3,10,Many guardians are on edge to see their child crawl and closely screen their baby’s improvements.,0.375,0.25,0.375
